Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Low Density,7,6,Gable,NA,1977,440,Average,2008,148500,153126.3876
Low Density,5,5,Gable,NA,1966,264,Average,2008,110000,136717.9689
Low Density,8,5,Hip,Good,2008,774,Average,2008,394617,443531.6834
Low Density,10,5,Gable,Excellent,2008,846,Average,2008,426000,435764.7154
Low Density,10,5,Hip,Good,2007,1220,Average,2008,385000,449731.7191
Low Density,9,5,Hip,Good,2008,858,Average,2008,446261,475510.4127
Low Density,8,5,Hip,NA,2007,905,Average,2008,317500,342027.457
Low Density,8,5,Hip,Good,2007,866,Average,2008,372402,418578.4982
Low Density,8,5,Hip,Excellent,2007,650,Average,2008,417500,436340.5028
Low Density,9,5,Hip,Good,2007,706,Average,2008,383000,395729.8115
Low Density,9,5,Hip,Good,2006,850,Average,2008,390000,469605.1257
Low Density,10,5,Hip,Excellent,2005,1150,Average,2008,460000,489523.9674
Low Density,9,5,Gable,Good,2005,1003,Average,2008,379000,433690.3865
Low Density,8,5,Hip,Good,2007,656,Average,2008,250000,262947.1559
Low Density,8,5,Gable,Good,2004,756,Average,2008,316000,316821.9436
Low Density,10,5,Hip,Good,2003,789,Average,2008,615000,680776.6059
Low Density,9,5,Gable,Good,2003,726,Average,2008,412500,512788.2052
Low Density,7,5,Gable,Good,2003,871,Average,2008,284000,310630.348
Low Density,8,5,Gable,Average,2003,732,Average,2008,284000,329858.1886
Low Density,8,5,Gable,Average,2001,746,Average,2008,421250,458406.8389
Low Density,8,5,Gable,Good,2003,795,Average,2008,370000,451055.2271
Low Density,9,5,Hip,Good,2008,870,Average,2008,336860,372860.8393
Low Density,9,5,Hip,Good,2008,1052,Average,2008,367294,415828.7777
Low Density,7,5,Gable,Good,2005,484,Average,2008,192000,203479.3568
Low Density,8,5,Hip,Good,2003,588,Average,2008,274000,288630.191
Low Density,9,5,Hip,Excellent,2005,564,Average,2008,266000,305945.579
Low Density,9,5,Hip,Good,2008,944,Average,2008,370967,451950.0219
Low Density,8,5,Hip,Good,2007,550,Average,2008,234250,271082.6555
Low Density,8,5,Hip,Good,2007,550,Average,2008,219500,246522.774
Low Density,7,5,Gable,NA,2003,474,Average,2008,155000,180029.2447
Low Density,7,5,Gable,NA,2003,474,Average,2008,154000,177719.3203
Medium Density,7,5,Gable,Good,2004,484,Average,2008,207000,230861.1711
Low Density,7,5,Gable,Average,2003,644,Average,2008,195000,197331.4954
Medium Density,7,5,Hip,Average,2004,668,Average,2008,219990,268982.0055
Low Density,7,5,Gable,Good,2005,437,Average,2008,191000,195327.834
Low Density,7,5,Gable,Good,2007,388,Average,2008,159895,162642.0167
Low Density,7,5,Gable,Good,2007,428,Average,2008,187687,232993.34
Low Density,6,5,Gable,Good,2004,393,Average,2008,179000,208438.8504
Low Density,6,5,Gable,Average,2004,398,Average,2008,193000,229194.3737
Low Density,7,5,Gable,NA,2005,400,Average,2008,190000,223231.4391
Low Density,6,5,Gable,NA,2005,400,Average,2008,176000,204764.7526
Low Density,7,5,Gable,Good,2002,400,Average,2008,188000,230190.2966
Low Density,7,5,Gable,Good,2003,434,Average,2008,213000,218940.7395
Low Density,7,6,Gable,Good,2008,484,Average,2008,217300,224549.7906
Low Density,6,5,Gable,Average,2000,451,Average,2008,186500,225963.9275
Low Density,7,5,Gable,Average,2000,431,Average,2008,226750,249512.0025
Low Density,7,5,Gable,Good,2004,388,Average,2008,184000,188531.4134
Low Density,7,5,Gable,Good,2002,403,Average,2008,176000,205834.9654
Low Density,7,5,Gable,Average,1999,400,Average,2008,225000,256016.4746
Low Density,7,5,Gable,Average,1999,450,Average,2008,185900,222525.0707
Low Density,8,5,Hip,Average,1997,516,Average,2008,284500,313877.894
Low Density,8,5,Gable,Average,1998,696,Average,2008,315000,360946.2282
Low Density,8,5,Gable,Average,2000,836,Average,2008,250000,295166.8269
Low Density,9,5,Hip,Average,2000,687,Average,2008,291000,322834.2597
Low Density,8,5,Gable,Average,1998,938,Average,2008,350000,385113.9918
Low Density,7,5,Gable,Average,1996,576,Average,2008,279500,332636.8203
Low Density,8,7,Gable,Average,1995,751,Average,2008,290000,293946.5896
Low Density,8,6,Hip,Average,1995,839,Average,2008,350000,350054.7153
Low Density,7,5,Hip,Average,1993,983,Average,2008,341000,358933.5001
Low Density,7,5,Hip,Good,1993,783,Average,2008,287500,311350.6104
Low Density,7,5,Gable,Average,1994,525,Average,2008,271000,332328.9427
Low Density,8,5,Hip,Average,1994,691,Average,2008,301500,360352.3504
Low Density,8,5,Gable,NA,2008,830,Average,2008,235128,246996.7852
Low Density,6,5,Gable,Good,2007,668,Average,2008,214000,246455.9828
Low Density,8,5,Gable,Good,2006,824,Average,2008,232000,250175.2795
Low Density,7,5,Gable,Good,2006,642,Average,2008,240000,256759.1408
Low Density,9,5,Gable,Good,2008,592,Average,2008,264132,320716.7202
Low Density,8,5,Gable,Good,2007,758,Average,2008,245000,250322.0855
Low Density,7,5,Gable,NA,2008,554,Average,2008,227680,269113.9049
Low Density,8,5,Gable,Good,2007,851,Average,2008,257000,296917.2281
Low Density,8,5,Hip,Good,2007,880,Average,2008,297900,321914.317
Low Density,8,5,Hip,Good,2006,480,Average,2008,247000,254120.5924
Village Residential,8,5,Gable,NA,2008,588,Average,2008,212700,213837.4435
Village Residential,7,5,Gable,NA,2008,529,Average,2008,250580,300754.9471
Village Residential,7,5,Gable,NA,2007,480,Average,2008,182000,194565.0529
Village Residential,7,5,Gable,NA,2005,603,Average,2008,226700,274118.1959
Village Residential,8,5,Hip,Good,2003,648,Average,2008,250000,260660.248
Village Residential,7,5,Gable,Good,2005,936,Average,2008,250000,267147.4984
Village Residential,8,5,Gable,Good,2008,836,Average,2008,339750,352917.1855
Village Residential,7,6,Gable,NA,2007,562,Average,2008,205950,252054.9491
Village Residential,8,5,Gable,Good,2007,660,Average,2008,256000,284918.6936
Village Residential,7,5,Gable,NA,2008,462,Average,2008,230348,283064.0286
Village Residential,6,5,Gable,NA,2003,673,Average,2008,207500,242281.1064
Low Density,7,5,Gable,NA,,0,NA,2008,141000,145607.04
Low Density,6,5,Gable,NA,2003,542,Average,2008,188000,230768.5739
Low Density,7,5,Gable,NA,2003,478,Average,2008,192500,205483.0249
Low Density,6,5,Gable,NA,,0,NA,2008,146000,179040.2841
Low Density,5,5,Gable,NA,2004,576,Average,2008,159000,184958.3115
Low Density,6,5,Gable,NA,2004,576,Average,2008,155000,157610.8381
Low Density,6,5,Gable,NA,2004,520,Average,2008,173000,201915.7631
Low Density,7,5,Gable,NA,2007,483,Average,2008,170000,178798.0857
Low Density,6,5,Gable,NA,1995,525,Average,2008,182000,184229.052
Low Density,6,5,Gable,NA,1993,474,Average,2008,163000,193173.6169
Low Density,6,5,Gable,Fair,1994,575,Average,2008,193500,218134.8562
Low Density,7,5,Gable,NA,1994,483,Average,2008,189000,222125.5216
Low Density,6,5,Gable,NA,2001,627,Average,2008,190500,205261.9504
Low Density,7,5,Gable,NA,1992,506,Average,2008,175000,193610.0027
Low Density,6,5,Gable,NA,1991,496,Average,2008,179200,213487.064
Low Density,6,5,Gable,NA,1993,506,Average,2008,187000,209024.6359
Low Density,6,5,Gable,Fair,1993,533,Average,2008,193000,205675.8374
Low Density,6,5,Gable,NA,1993,530,Average,2008,153900,160631.5357
Low Density,5,5,Hip,Average,1963,384,Average,2008,128000,141769.4695
Low Density,5,6,Hip,NA,1962,352,Average,2008,144000,177798.6908
Low Density,5,8,Gable,Average,1962,420,Average,2008,135000,149380.6731
Low Density,5,5,Gable,NA,1970,308,Average,2008,115000,126565.94
Low Density,5,5,Hip,NA,1963,276,Average,2008,119916,143855.025
Low Density,6,8,Hip,NA,1962,288,Average,2008,142000,166620.1746
Low Density,6,5,Gable,Average,1974,484,Average,2008,192000,197538.0096
Low Density,5,4,Gable,Good,1972,490,Average,2008,140000,154658.8424
Low Density,6,5,Hip,Good,1990,473,Average,2008,290000,311244.3657
Low Density,9,5,Hip,Excellent,1993,636,Average,2008,372500,396115.8521
Village Residential,7,5,Gable,NA,2004,530,Average,2008,196000,229438.4501
Village Residential,7,5,Gable,NA,2006,625,Average,2008,171900,202181.6913
Village Residential,7,5,Gable,NA,2004,495,Average,2008,178000,194039.9453
Village Residential,6,5,Gable,NA,2005,480,Average,2008,165000,204236.942
Village Residential,7,5,Gable,NA,2007,540,Average,2008,146000,181552.5463
Village Residential,7,5,Gable,NA,2007,540,Average,2008,146000,171846.4467
Village Residential,7,5,Gable,NA,1999,440,Average,2008,179400,209700.2895
Village Residential,6,5,Gable,NA,1999,440,Average,2008,172900,213509.5265
Village Residential,9,5,Hip,Average,2000,495,Average,2008,300000,351209.9814
Village Residential,9,5,Gable,Average,2001,545,Average,2008,285000,295324.2926
Village Residential,9,5,Gable,Average,2001,588,Average,2008,290000,327861.5667
Village Residential,9,5,Gable,Average,1999,484,Average,2008,305000,329211.1894
Village Residential,9,5,Gable,Average,1999,506,Average,2008,328900,390083.8345
Village Residential,7,5,Gable,NA,1999,462,Average,2008,160000,163681.8977
Village Residential,7,5,Gable,NA,1999,462,Average,2008,170000,196216.9835
Village Residential,7,5,Gable,Average,2001,546,Average,2008,223000,260442.2142
Village Residential,8,5,Gable,NA,1999,480,Average,2008,170000,184292.0172
Village Residential,8,5,Gable,NA,2000,480,Average,2008,200000,247274.5849
Village Residential,10,5,Gable,Average,1998,846,Average,2008,345000,368184.1142
Low Density,8,5,Gable,Good,1996,500,Average,2008,245500,264557.6732
Low Density,8,5,Hip,Fair,1995,477,Average,2008,217500,264381.0741
Low Density,8,5,Gable,Good,1993,473,Average,2008,324000,334100.1003
Low Density,6,6,Gable,NA,1984,516,Average,2008,162500,168963.7468
Low Density,9,3,Mansard,Good,1977,864,Average,2008,150000,174836.2212
Low Density,8,9,Gable,Good,1976,550,Average,2008,290000,357069.5177
Village Residential,7,5,Gable,Average,2002,469,Average,2008,205000,219533.087
Low Density,7,6,Hip,Good,1970,530,Average,2008,174000,215251.1026
Low Density,6,6,Gable,NA,1969,516,Average,2008,183000,223311.5128
Low Density,6,5,Gable,Average,1968,512,Average,2008,150000,152213.2036
Low Density,6,7,Gable,NA,1971,528,Average,2008,145000,150645.7942
Low Density,7,7,Gable,Good,1967,578,Average,2008,215000,252628.4911
Low Density,5,6,Gable,NA,1965,484,Average,2008,140500,158622.4173
Low Density,6,7,Gable,Average,1974,624,Average,2008,240000,245882.6003
Low Density,5,6,Gable,NA,1968,470,Average,2008,141000,149916.9026
Low Density,5,8,Gable,NA,1992,576,Average,2008,147000,149481.0252
Low Density,5,7,Hip,NA,1978,576,Average,2008,135000,161761.6216
Low Density,5,5,Gable,NA,1987,576,Average,2008,145000,174497.5441
Low Density,5,5,Gable,NA,1987,576,Average,2008,142600,151871.3177
Low Density,5,5,Gable,NA,1973,506,Average,2008,135000,159033.6711
Low Density,7,6,Gable,NA,1971,464,Average,2008,170000,208156.0516
Low Density,8,9,Hip,Average,1994,831,Average,2008,299800,353120.9357
Low Density,6,6,Hip,Average,1974,540,Good,2008,185000,187374.4942
Low Density,6,8,Hip,NA,1966,484,Average,2008,173000,181203.8548
Low Density,7,9,Gable,NA,1961,588,Average,2008,178400,185795.2571
Low Density,7,5,Gable,Good,1968,486,Average,2008,176000,176218.7897
Low Density,5,5,Gable,NA,1956,267,Average,2008,98000,107256.8182
Low Density,4,6,Hip,NA,1964,352,Average,2008,109008,115826.8948
Low Density,4,7,Gable,NA,1956,283,Average,2008,135750,141083.8777
Low Density,5,6,Hip,NA,1963,525,Average,2008,155000,155301.6967
Low Density,6,5,Gable,Good,1964,576,Average,2008,180500,213704.8756
Low Density,6,7,Gable,NA,1966,490,Good,2008,174900,184462.43
Low Density,6,6,Gable,Good,1965,384,Average,2008,140000,155919.3799
Low Density,6,7,Hip,NA,1964,504,Average,2008,145000,147791.5045
Low Density,5,8,Gable,Good,1965,502,Average,2008,179900,206068.9553
Low Density,6,5,Gable,NA,1964,520,Average,2008,168500,193106.9429
Low Density,5,5,Gable,NA,1961,451,Average,2008,140000,141603.2316
Low Density,5,7,Gable,NA,1959,312,Average,2008,145500,157439.286
Low Density,6,6,Hip,NA,1960,528,Average,2008,142000,162517.303
Low Density,4,5,Gable,Poor,1960,312,Average,2008,141000,152174.9461
Low Density,5,7,Gable,NA,1960,264,Average,2008,153000,176997.9293
Low Density,3,6,Hip,NA,1955,287,Average,2008,72500,76499.40566
Low Density,3,6,Gable,NA,,0,NA,2008,52000,64995.04187
Low Density,5,6,Gable,Average,1939,205,Good,2008,118000,123146.5695
Low Density,4,7,Gable,NA,1937,231,Fair,2008,87000,99870.38975
Low Density,5,6,Gable,NA,1960,450,Average,2008,141500,160757.8083
Low Density,6,5,Gable,NA,1950,288,Average,2008,119000,137498.2242
Low Density,5,8,Gable,Good,1950,264,Average,2008,141500,151731.8364
Low Density,6,6,Hip,Average,1955,377,Average,2008,165500,178558.1409
Low Density,5,5,Hip,NA,1953,312,Average,2008,112900,128723.1294
Low Density,7,6,Gable,Good,1965,492,Average,2008,201800,227571.188
Low Density,6,5,Gable,Average,1961,504,Average,2008,163000,191900.9126
Low Density,5,6,Gable,NA,1961,456,Average,2008,139950,174323.0448
Low Density,6,9,Gable,Good,1962,462,Average,2008,174000,192089.4299
Low Density,6,5,Gable,Good,1962,296,Average,2008,165000,185924.1342
Low Density,6,7,Gable,Good,1966,480,Average,2008,227000,241242.5267
Low Density,5,7,Hip,NA,1955,260,Average,2008,135000,160605.8429
Low Density,5,5,Gable,NA,1962,336,Average,2008,124000,141278.788
Low Density,5,7,Gable,NA,1980,506,Average,2008,140000,154785.3123
Low Density,5,4,Gable,Good,1957,292,Average,2008,136500,165518.4759
Low Density,5,7,Gable,NA,1959,480,Average,2008,185000,198189.5352
Low Density,6,6,Hip,Average,1958,433,Average,2008,163000,203741.5956
Low Density,6,6,Gable,Average,1958,441,Average,2008,166800,170951.6472
Low Density,6,5,Gable,Good,1956,297,Average,2008,139000,163055.4952
Low Density,6,5,Gable,Good,1957,458,Average,2008,166000,180967.3915
Low Density,6,7,Hip,NA,1958,288,Average,2008,136000,141541.6311
Low Density,5,5,Gable,NA,1956,384,Average,2008,133000,160801.6087
Low Density,5,6,Gable,NA,1952,240,Average,2008,116000,142131.1352
Low Density,5,6,Gable,NA,1971,636,Average,2008,137500,145802.1751
Low Density,5,5,Hip,NA,1953,400,Average,2008,130000,131757.9996
Low Density,6,5,Gable,Good,1957,540,Average,2008,180000,221829.5407
Low Density,5,7,Gable,NA,1988,840,Average,2008,139000,159691.6116
Low Density,5,5,Gable,NA,1953,240,Average,2008,110000,113915.8614
Low Density,5,3,Gable,Average,1957,301,Average,2008,100000,119188.6476
Low Density,5,5,Gable,NA,1947,336,Average,2008,118500,130102.4926
Low Density,5,5,Gable,NA,1958,484,Average,2008,146000,153857.0394
Low Density,4,6,Gable,NA,1948,390,Fair,2008,89900,110658.921
Low Density,5,8,Gable,NA,1932,288,Fair,2008,114000,128995.2388
Low Density,5,6,Gable,Average,1962,288,Average,2008,140000,163904.5771
Low Density,4,7,Gambrel,NA,1997,308,Average,2008,86900,105238.5378
Low Density,5,5,Gable,Good,1968,1488,Fair,2008,139000,160773.9211
Low Density,4,7,Gable,NA,,0,NA,2008,106250,124178.017
Low Density,6,6,Gable,Good,1962,490,Average,2008,171000,192101.7865
Low Density,5,6,Gable,Fair,1990,372,Average,2008,139000,164571.6687
Low Density,7,7,Gable,Good,1958,495,Average,2008,186000,204542.9607
Low Density,6,5,Hip,Fair,1960,352,Average,2008,157000,188762.0164
Low Density,6,6,Gable,NA,1960,401,Average,2008,148000,164515.6324
Low Density,7,7,Flat,Good,1960,505,Average,2008,242000,245847.0472
Low Density,5,7,Gable,NA,1953,414,Average,2008,116000,128779.0045
Low Density,5,7,Gable,Average,1972,576,Average,2008,94000,102966.3196
Low Density,5,5,Hip,NA,1950,420,Average,2008,98300,99607.49527
Low Density,5,5,Hip,NA,1960,404,Average,2008,127000,136548.7296
Low Density,5,6,Gable,NA,1959,311,Average,2008,159000,168132.8586
Low Density,5,5,Gable,NA,1962,299,Average,2008,125900,150476.131
Low Density,5,6,Gable,Fair,1964,308,Average,2008,155000,158150.4143
Low Density,6,6,Gable,NA,1994,576,Average,2008,138000,159736.0174
Low Density,6,7,Gable,NA,1954,280,Average,2008,112500,112989.1392
Low Density,6,6,Gable,NA,1962,528,Average,2008,105500,122279.8561
Low Density,6,5,Gable,NA,1954,240,Average,2008,127500,131249.5686
Low Density,5,5,Gable,NA,,0,NA,2008,130000,157723.8458
Low Density,5,6,Gable,NA,1955,480,Average,2008,150000,167342.3758
Low Density,5,7,Gable,NA,1954,350,Average,2008,109500,121389.24
Low Density,6,5,Hip,Average,1963,483,Average,2008,140000,148164.1071
Low Density,6,6,Gable,NA,1964,442,Average,2008,167900,177127.7053
Low Density,5,5,Gable,NA,1963,264,Average,2008,136870,150964.8298
Medium Density,6,5,Gable,NA,2008,308,Average,2008,143000,168405.8235
Medium Density,5,5,Gable,NA,1965,504,Average,2008,73000,82164.97764
Medium Density,5,8,Gable,Poor,1983,686,Good,2008,157500,187331.0918
Medium Density,5,7,Gable,NA,1948,400,Average,2008,122600,148562.0446
Medium Density,5,5,Gable,NA,1910,330,Fair,2008,111000,122123.6286
Medium Density,6,7,Gable,Average,1920,520,Fair,2008,256000,296083.4568
Medium Density,5,4,Gable,NA,1950,256,Average,2008,64000,76781.8995
Medium Density,6,7,Gable,NA,1915,308,Fair,2008,139500,156887.1716
Medium Density,4,6,Gable,NA,,0,NA,2008,118000,143706.4895
Medium Density,7,5,Gable,NA,2003,484,Average,2008,200000,219049.0346
Medium Density,4,6,Gable,NA,1958,440,Average,2008,119164,129894.8292
Medium Density,5,5,Gable,Good,1920,225,Fair,2008,122250,127426.8358
Medium Density,7,6,Gable,Average,,0,NA,2008,120000,124770.4212
Medium Density,6,6,Gable,Good,1940,828,Average,2008,155000,183146.913
Medium Density,5,6,Mansard,NA,1930,200,Fair,2008,78000,83024.64344
Medium Density,5,9,Gable,NA,,0,NA,2008,95000,102196.6901
Medium Density,5,5,Gable,NA,1948,250,Average,2008,115000,131083.6861
Medium Density,5,7,Gable,NA,1948,528,Average,2008,147000,181325.1277
Medium Density,5,6,Gable,Poor,1959,869,Average,2008,140000,163709.7905
Medium Density,2,5,Gable,NA,1949,297,Fair,2008,46500,51667.0853
Medium Density,5,6,Hip,NA,1957,288,Average,2008,112500,140164.2033
Medium Density,4,7,Gable,NA,1954,281,Fair,2008,107900,114572.194
Medium Density,3,1,Gable,NA,,0,NA,2008,65000,79538.53097
Medium Density,7,9,Gable,Excellent,2003,870,Average,2008,295000,298662.1159
Medium Density,5,5,Gable,NA,1950,420,Fair,2008,139500,153392.6616
Medium Density,5,8,Gable,Good,1949,720,Average,2008,153900,192162.3891
Medium Density,7,8,Gable,NA,1935,288,Average,2008,132000,148014.6114
Medium Density,5,5,Gable,NA,1916,513,Fair,2008,98000,99153.11018
Medium Density,5,7,Gable,NA,1961,308,Average,2008,114000,139180.1952
Medium Density,5,5,Gable,NA,1930,393,Average,2008,130000,145680.7276
Medium Density,6,5,Gable,Good,1950,396,Fair,2008,129500,156765.6351
Medium Density,5,9,Gable,NA,,0,NA,2008,129400,141542.2901
Medium Density,7,9,Gambrel,Good,1928,360,Average,2008,161000,162569.4855
Medium Density,6,7,Gable,Average,2003,672,Good,2008,163000,185639.5445
Medium Density,6,6,Gable,Good,,0,NA,2008,128000,147593.399
Medium Density,8,5,Gable,NA,,0,NA,2008,122000,124694.6477
Medium Density,7,7,Gable,Good,1982,288,Average,2008,116900,128930.6061
Medium Density,10,9,Gable,Good,1988,880,Good,2008,325000,361951.3132
Medium Density,2,1,Gable,NA,1920,400,Fair,2008,55000,67934.16708
Medium Density,7,7,Gable,Good,1950,342,Average,2008,184000,218240.9185
Medium Density,5,6,Gable,NA,1959,308,Average,2008,110000,130643.3864
Medium Density,5,5,Gable,NA,1954,352,Fair,2008,131500,141911.8454
